tag,date,num_candidates,num_plan_trades,exposure_total,prob_win_mean,p_tp_before_sl_mean,etth_median_days,spread_mean_bps,exp_pnl_sum_pct,exp_pnl_sum_usd,notes
relaxed_p018,2025-10-15,0,1,238.0876007080078,0.6027144319247771,0.2439999999755999,0.1790769230769234,55.02166239225282,0.0025519999991947,0.607599556815104,
relaxed_p018,2025-10-16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-22,0,2,499.9942322097778,0.3064516129032258,0.22205697953588693,0.20184615384615415,40.494790448947256,0.0036557606493684,0.9139172601424214,
relaxed_p018,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018,2025-10-31,0,1,250.00839842834472,0.3064516129032258,0.2050739957499922,0.2479230769230769,44.35132525983813,0.0012674418597497,0.3168711094570652,
relaxed_p018_wk42,2025-10-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-15,0,1,250.0157602935791,0.3064516129032258,0.2150101419660233,0.2205384615384618,37.72897454848246,0.0015953346848787,0.3988588141626656,
relaxed_p018_wk42,2025-10-16,0,1,249.9897436935425,0.3064516129032258,0.2339999999766,0.1828461538461543,54.51482449568133,0.0022219999992278,0.5554772102940093,
relaxed_p018_wk42,2025-10-17,0,1,250.00588009643556,0.8,0.248472505066347,0.2188461538461542,33.34303692590187,0.0026995926671894,0.6749140406625698,
relaxed_p018_wk42,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-22,0,2,499.9942322097778,0.3064516129032258,0.22205697953588693,0.20184615384615415,40.494790448947256,0.0036557606493684,0.9139172601424214,
relaxed_p018_wk42,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
relaxed_p018_wk42,2025-10-31,0,1,250.00839842834472,0.3064516129032258,0.2050739957499922,0.2479230769230769,44.35132525983813,0.0012674418597497,0.3168711094570652,
with_momentum,2025-10-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-15,0,1,250.0157602935791,0.3064516129032258,0.2413793103203469,0.2260000000000004,37.72897454848246,0.0024655172405714,0.6164181674183857,
with_momentum,2025-10-16,0,1,249.9897436935425,0.3064516129032258,0.1987951807029322,0.1679230769230773,54.51482449568133,0.0010602409631967,0.26504936664293766,
with_momentum,2025-10-17,0,1,250.00588009643556,0.8,0.2181818181597796,0.2034615384615388,33.34303692590187,0.0016999999992727,0.42500999598211114,
with_momentum,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-22,0,1,250.0039405639648,0.3064516129032258,0.2254098360424785,0.2126153846153851,35.70495600817608,0.0019385245894017,0.4846387862305669,
with_momentum,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
with_momentum,2025-10-31,0,1,250.00839842834472,0.3064516129032258,0.2050739957499922,0.2479230769230769,44.35132525983813,0.0012674418597497,0.3168711094570652,
optimized_p015,2025-10-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-15,0,1,250.0157602935791,0.3064516129032258,0.2448979591586838,0.2182307692307696,37.72897454848246,0.0025816326522365,0.6454488503476377,
optimized_p015,2025-10-16,0,1,249.9897436935425,0.3064516129032258,0.22244488975727,0.1690769230769235,54.51482449568133,0.0018406813619899,0.4601514619053358,
optimized_p015,2025-10-17,0,1,250.00588009643556,0.8,0.1894093686161497,0.2345384615384617,33.34303692590187,0.0007505091643329,0.18763170414948707,
optimized_p015,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-22,0,2,499.9942322097778,0.3064516129032258,0.22439978678842884,0.2071538461538464,40.494790448947256,0.0038103859280362,0.9525769079187579,
optimized_p015,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
optimized_p015,2025-10-31,0,1,250.00839842834472,0.3064516129032258,0.1784232364960142,0.2340000000000002,44.35132525983813,0.0003879668043684,0.09699495940350662,
sweep_tp180_sl50,2025-10-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-16,0,1,234.7982940673828,0.3064516129032258,0.2505010019789077,0.1747692307692311,54.51482449568133,0.0002615230455148,0.06140516494618155,
sweep_tp180_sl50,2025-10-17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-22,0,1,227.4499969482422,0.3064516129032258,0.2535211267350582,0.1902307692307695,45.28462488971844,0.0003309859149063,0.07528274533534908,
sweep_tp180_sl50,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp180_sl50,2025-10-31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-16,0,1,234.7982940673828,0.3064516129032258,0.2459677419106887,0.1736153846153851,54.51482449568133,0.0006491935477672,0.15242953753529057,
sweep_tp200_sl50,2025-10-17,0,1,231.67999267578125,0.8,0.2315573770254552,0.2207692307692311,33.34303692590187,0.0002889344256363,0.06694032561519904,
sweep_tp200_sl50,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-22,0,1,227.4499969482422,0.3064516129032258,0.2219999999778,0.171615384615385,45.28462488971844,4.999999944500008e-05,0.01137249972117738,
sweep_tp200_sl50,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp200_sl50,2025-10-31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-13,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-16,0,1,234.7982940673828,0.3064516129032258,0.2424242423997551,0.1733846153846158,54.51482449568133,0.0024999999991919,0.5869957349787165,
sweep_tp280_sl50,2025-10-17,0,1,231.67999267578125,0.8,0.212244897937526,0.2109230769230773,33.34303692590187,0.0015040816319383,0.3484656214712425,
sweep_tp280_sl50,2025-10-18,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-22,0,1,227.4499969482422,0.3064516129032258,0.2419999999758,0.1820000000000004,45.28462488971844,0.0024859999992013,0.5654406922316657,
sweep_tp280_sl50,2025-10-23,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-30,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
sweep_tp280_sl50,2025-10-31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
